id,total_len,nb_groups,len_groups,max_len_group
2936_FranklinGothicURW-Dem_fs_50_V_Layer 2,8,1,[8],8
2935_BaskervilleDisplayPT-Regular_fs_50_U_Layer 2,14,2,"[10, 4]",10
2936_BaskervilleDisplayPT-Regular_fs_50_V_Layer 2,13,2,"[9, 4]",9
2937_FranklinGothicURW-Dem_fs_50_W_Layer 2,17,1,[17],17
2938_BaskervilleDisplayPT-Regular_fs_50_X_Layer 2,14,2,"[10, 4]",10
2937_BaskervilleDisplayPT-Regular_fs_50_W_Layer 2,22,3,"[8, 10, 4]",10
2938_FranklinGothicURW-Dem_fs_50_X_Layer 2,13,1,[13],13
2939_BaskervilleDisplayPT-Regular_fs_50_Y_Layer 2,8,1,[8],8
2939_FranklinGothicURW-Dem_fs_50_Y_Layer 2,13,1,[13],13
293_ACaslonPro-Semibold_fs_50_s_Layer 2,18,1,[18],18
293_AntiqueOli-RegIta_fs_50_s_Layer 2,17,1,[17],17
2940_BaskervilleDisplayPT-Regular_fs_50_Z_Layer 2,9,1,[9],9
2940_FranklinGothicURW-Dem_fs_50_Z_Layer 2,12,1,[12],12
2941_BaskervilleDisplayPT-Regular_fs_50_a_Layer 2,16,2,"[11, 5]",11
2942_FranklinGothicURW-Dem_fs_50_b_Layer 2,18,2,"[10, 8]",10
2941_FranklinGothicURW-Dem_fs_50_a_Layer 2,18,2,"[13, 5]",13
2943_BaskervilleDisplayPT-Regular_fs_50_c_Layer 2,12,2,"[6, 6]",6
2942_BaskervilleDisplayPT-Regular_fs_50_b_Layer 2,18,2,"[10, 8]",10
2943_FranklinGothicURW-Dem_fs_50_c_Layer 2,14,1,[14],14
2944_FranklinGothicURW-Dem_fs_50_d_Layer 2,15,2,"[8, 7]",8
2945_BaskervilleDisplayPT-Regular_fs_50_e_Layer 2,10,2,"[6, 4]",6
2944_BaskervilleDisplayPT-Regular_fs_50_d_Layer 2,17,2,"[9, 8]",9
2946_FranklinGothicURW-Dem_fs_50_f_Layer 2,14,1,[14],14
2945_FranklinGothicURW-Dem_fs_50_e_Layer 2,15,2,"[11, 4]",11
2946_BaskervilleDisplayPT-Regular_fs_50_f_Layer 2,14,1,[14],14
2947_BaskervilleDisplayPT-Regular_fs_50_g_Layer 2,46,5,"[5, 10, 8, 15, 8]",15
2947_FranklinGothicURW-Dem_fs_50_g_Layer 2,27,3,"[17, 5, 5]",17
2948_BaskervilleDisplayPT-Regular_fs_50_h_Layer 2,17,2,"[10, 7]",10
2948_FranklinGothicURW-Dem_fs_50_h_Layer 2,15,1,[15],15
2949_BaskervilleDisplayPT-Regular_fs_50_i_Layer 2,10,2,"[5, 5]",5
2949_FranklinGothicURW-Dem_fs_50_i_Layer 2,10,2,"[5, 5]",5
294_AntiqueOli-RegIta_fs_50_t_Layer 2,16,1,[16],16
294_ACaslonPro-Semibold_fs_50_t_Layer 2,11,1,[11],11
2950_BaskervilleDisplayPT-Regular_fs_50_j_Layer 2,16,2,"[5, 11]",11
2951_FranklinGothicURW-Dem_fs_50_k_Layer 2,13,1,[13],13
2951_BaskervilleDisplayPT-Regular_fs_50_k_Layer 2,11,1,[11],11
2950_FranklinGothicURW-Dem_fs_50_j_Layer 2,12,2,"[5, 7]",7
2952_BaskervilleDisplayPT-Regular_fs_50_l_Layer 2,6,1,[6],6
2952_FranklinGothicURW-Dem_fs_50_l_Layer 2,5,1,[5],5
2953_FranklinGothicURW-Dem_fs_50_m_Layer 2,22,1,[22],22
2953_BaskervilleDisplayPT-Regular_fs_50_m_Layer 2,27,3,"[9, 9, 9]",9
2954_FranklinGothicURW-Dem_fs_50_n_Layer 2,12,1,[12],12
2954_BaskervilleDisplayPT-Regular_fs_50_n_Layer 2,13,2,"[7, 6]",7
2955_BaskervilleDisplayPT-Regular_fs_50_o_Layer 2,12,2,"[5, 7]",7
2956_FranklinGothicURW-Dem_fs_50_p_Layer 2,16,2,"[8, 8]",8
2955_FranklinGothicURW-Dem_fs_50_o_Layer 2,13,2,"[5, 8]",8
2956_BaskervilleDisplayPT-Regular_fs_50_p_Layer 2,16,2,"[8, 8]",8
2957_BaskervilleDisplayPT-Regular_fs_50_q_Layer 2,16,2,"[8, 8]",8
2958_FranklinGothicURW-Dem_fs_50_r_Layer 2,8,1,[8],8
2957_FranklinGothicURW-Dem_fs_50_q_Layer 2,18,2,"[10, 8]",10
2959_BaskervilleDisplayPT-Regular_fs_50_s_Layer 2,18,1,[18],18
2958_BaskervilleDisplayPT-Regular_fs_50_r_Layer 2,12,2,"[5, 7]",7
2959_FranklinGothicURW-Dem_fs_50_s_Layer 2,17,1,[17],17
295_ACaslonPro-Semibold_fs_50_u_Layer 2,16,1,[16],16
295_AntiqueOli-RegIta_fs_50_u_Layer 2,14,1,[14],14
2960_BaskervilleDisplayPT-Regular_fs_50_t_Layer 2,11,1,[11],11
2961_BaskervilleDisplayPT-Regular_fs_50_u_Layer 2,12,2,"[5, 7]",7
2960_FranklinGothicURW-Dem_fs_50_t_Layer 2,17,1,[17],17
2962_BaskervilleDisplayPT-Regular_fs_50_v_Layer 2,5,1,[5],5
2961_FranklinGothicURW-Dem_fs_50_u_Layer 2,12,1,[12],12
2962_FranklinGothicURW-Dem_fs_50_v_Layer 2,9,1,[9],9
2964_BaskervilleDisplayPT-Regular_fs_50_x_Layer 2,5,1,[5],5
2963_FranklinGothicURW-Dem_fs_50_w_Layer 2,17,1,[17],17
2964_FranklinGothicURW-Dem_fs_50_x_Layer 2,13,1,[13],13
2963_BaskervilleDisplayPT-Regular_fs_50_w_Layer 2,11,2,"[5, 6]",6
2965_FranklinGothicURW-Dem_fs_50_y_Layer 2,11,1,[11],11
2965_BaskervilleDisplayPT-Regular_fs_50_y_Layer 2,5,1,[5],5
2966_BaskervilleDisplayPT-Regular_fs_50_z_Layer 2,9,1,[9],9
2966_FranklinGothicURW-Dem_fs_50_z_Layer 2,10,1,[10],10
2967_BaskervilleDisplayPT-Regular_fs_50_0_Layer 2,12,1,[12],12
2968_FranklinGothicURW-Dem_fs_50_1_Layer 2,12,1,[12],12
2968_BaskervilleDisplayPT-Regular_fs_50_1_Layer 2,9,1,[9],9
2967_FranklinGothicURW-Dem_fs_50_0_Layer 2,15,2,"[7, 8]",8
296_ACaslonPro-Semibold_fs_50_v_Layer 2,8,1,[8],8
2969_BaskervilleDisplayPT-Regular_fs_50_2_Layer 2,17,2,"[12, 5]",12
2969_FranklinGothicURW-Dem_fs_50_2_Layer 2,17,1,[17],17
296_AntiqueOli-RegIta_fs_50_v_Layer 2,9,1,[9],9
2970_BaskervilleDisplayPT-Regular_fs_50_3_Layer 2,26,3,"[7, 8, 11]",11
2970_FranklinGothicURW-Dem_fs_50_3_Layer 2,16,1,[16],16
2971_BaskervilleDisplayPT-Regular_fs_50_4_Layer 2,15,1,[15],15
2971_FranklinGothicURW-Dem_fs_50_4_Layer 2,16,2,"[12, 4]",12
2972_BaskervilleDisplayPT-Regular_fs_50_5_Layer 2,13,2,"[6, 7]",7
2972_FranklinGothicURW-Dem_fs_50_5_Layer 2,17,1,[17],17
2973_FranklinGothicURW-Dem_fs_50_6_Layer 2,17,2,"[12, 5]",12
2973_BaskervilleDisplayPT-Regular_fs_50_6_Layer 2,20,3,"[5, 9, 6]",9
2974_BaskervilleDisplayPT-Regular_fs_50_7_Layer 2,14,2,"[6, 8]",8
2974_FranklinGothicURW-Dem_fs_50_7_Layer 2,8,1,[8],8
2975_BaskervilleDisplayPT-Regular_fs_50_8_Layer 2,27,3,"[5, 13, 9]",13
2976_FranklinGothicURW-Dem_fs_50_9_Layer 2,16,2,"[11, 5]",11
2976_BaskervilleDisplayPT-Regular_fs_50_9_Layer 2,21,2,"[14, 7]",14
2975_FranklinGothicURW-Dem_fs_50_8_Layer 2,22,3,"[12, 5, 5]",12
2977_BaskervillePosterPT-Italic_fs_50_A_Layer 2,14,2,"[10, 4]",10
2977_FranklinGothicURW-DemIta_fs_50_A_Layer 2,14,2,"[9, 5]",9
2979_BaskervillePosterPT-Italic_fs_50_C_Layer 2,12,1,[12],12
2978_BaskervillePosterPT-Italic_fs_50_B_Layer 2,22,3,"[11, 5, 6]",11
2979_FranklinGothicURW-DemIta_fs_50_C_Layer 2,14,1,[14],14
2978_FranklinGothicURW-DemIta_fs_50_B_Layer 2,21,3,"[9, 6, 6]",9
297_ACaslonPro-Semibold_fs_50_w_Layer 2,14,1,[14],14
297_AntiqueOli-RegIta_fs_50_w_Layer 2,17,1,[17],17
2980_FranklinGothicURW-DemIta_fs_50_D_Layer 2,11,2,"[6, 5]",6
2980_BaskervillePosterPT-Italic_fs_50_D_Layer 2,16,2,"[8, 8]",8
2981_BaskervillePosterPT-Italic_fs_50_E_Layer 2,16,1,[16],16
2982_BaskervillePosterPT-Italic_fs_50_F_Layer 2,14,1,[14],14
2981_FranklinGothicURW-DemIta_fs_50_E_Layer 2,13,1,[13],13
2983_BaskervillePosterPT-Italic_fs_50_G_Layer 2,14,1,[14],14
2982_FranklinGothicURW-DemIta_fs_50_F_Layer 2,11,1,[11],11
2983_FranklinGothicURW-DemIta_fs_50_G_Layer 2,17,1,[17],17
2984_BaskervillePosterPT-Italic_fs_50_H_Layer 2,19,1,[19],19
2985_BaskervillePosterPT-Italic_fs_50_I_Layer 2,9,1,[9],9
2984_FranklinGothicURW-DemIta_fs_50_H_Layer 2,13,1,[13],13
2985_FranklinGothicURW-DemIta_fs_50_I_Layer 2,5,1,[5],5
2986_BaskervillePosterPT-Italic_fs_50_J_Layer 2,12,1,[12],12
2986_FranklinGothicURW-DemIta_fs_50_J_Layer 2,9,1,[9],9
2987_FranklinGothicURW-DemIta_fs_50_K_Layer 2,12,1,[12],12
2987_BaskervillePosterPT-Italic_fs_50_K_Layer 2,16,2,"[9, 7]",9
2988_FranklinGothicURW-DemIta_fs_50_L_Layer 2,7,1,[7],7
2988_BaskervillePosterPT-Italic_fs_50_L_Layer 2,12,1,[12],12
2989_BaskervillePosterPT-Italic_fs_50_M_Layer 2,16,2,"[7, 9]",9
298_ACaslonPro-Semibold_fs_50_x_Layer 2,13,1,[13],13
2989_FranklinGothicURW-DemIta_fs_50_M_Layer 2,17,1,[17],17
298_AntiqueOli-RegIta_fs_50_x_Layer 2,13,1,[13],13
2990_BaskervillePosterPT-Italic_fs_50_N_Layer 2,10,2,"[6, 4]",6
2990_FranklinGothicURW-DemIta_fs_50_N_Layer 2,13,1,[13],13
2991_BaskervillePosterPT-Italic_fs_50_O_Layer 2,13,2,"[5, 8]",8
2991_FranklinGothicURW-DemIta_fs_50_O_Layer 2,17,2,"[8, 9]",9
2992_BaskervillePosterPT-Italic_fs_50_P_Layer 2,18,2,"[12, 6]",12
2992_FranklinGothicURW-DemIta_fs_50_P_Layer 2,14,2,"[8, 6]",8
2993_FranklinGothicURW-DemIta_fs_50_Q_Layer 2,17,2,"[10, 7]",10
2994_BaskervillePosterPT-Italic_fs_50_R_Layer 2,21,2,"[15, 6]",15
2993_BaskervillePosterPT-Italic_fs_50_Q_Layer 2,18,3,"[5, 7, 6]",7
2994_FranklinGothicURW-DemIta_fs_50_R_Layer 2,18,2,"[12, 6]",12
2995_FranklinGothicURW-DemIta_fs_50_S_Layer 2,18,1,[18],18
2996_BaskervillePosterPT-Italic_fs_50_T_Layer 2,11,1,[11],11
2995_BaskervillePosterPT-Italic_fs_50_S_Layer 2,22,2,"[17, 5]",17
2996_FranklinGothicURW-DemIta_fs_50_T_Layer 2,9,1,[9],9
2997_FranklinGothicURW-DemIta_fs_50_U_Layer 2,13,1,[13],13
2997_BaskervillePosterPT-Italic_fs_50_U_Layer 2,14,2,"[4, 10]",10
2998_FranklinGothicURW-DemIta_fs_50_V_Layer 2,9,1,[9],9
2998_BaskervillePosterPT-Italic_fs_50_V_Layer 2,8,1,[8],8
2999_FranklinGothicURW-DemIta_fs_50_W_Layer 2,17,1,[17],17
2999_BaskervillePosterPT-Italic_fs_50_W_Layer 2,20,3,"[4, 8, 8]",8
299_ACaslonPro-Semibold_fs_50_y_Layer 2,15,1,[15],15
29_ACaslonPro-Bold_fs_50_c_Layer 2,13,1,[13],13
299_AntiqueOli-RegIta_fs_50_y_Layer 2,10,1,[10],10
29_AntiqueOli-Bol_fs_50_c_Layer 2,9,1,[9],9
2_ACaslonPro-Bold_fs_50_B_Layer 2,26,3,"[16, 5, 5]",16
3000_FranklinGothicURW-DemIta_fs_50_X_Layer 2,13,1,[13],13
2_AntiqueOli-Bol_fs_50_B_Layer 2,22,3,"[10, 6, 6]",10
3000_BaskervillePosterPT-Italic_fs_50_X_Layer 2,16,3,"[8, 4, 4]",8
3001_BaskervillePosterPT-Italic_fs_50_Y_Layer 2,13,2,"[4, 9]",9
3001_FranklinGothicURW-DemIta_fs_50_Y_Layer 2,12,1,[12],12
3002_BaskervillePosterPT-Italic_fs_50_Z_Layer 2,10,1,[10],10
3002_FranklinGothicURW-DemIta_fs_50_Z_Layer 2,12,1,[12],12
3003_BaskervillePosterPT-Italic_fs_50_a_Layer 2,10,2,"[5, 5]",5
3004_BaskervillePosterPT-Italic_fs_50_b_Layer 2,14,1,[14],14
3003_FranklinGothicURW-DemIta_fs_50_a_Layer 2,19,2,"[13, 6]",13
3005_BaskervillePosterPT-Italic_fs_50_c_Layer 2,8,1,[8],8
3005_FranklinGothicURW-DemIta_fs_50_c_Layer 2,13,1,[13],13
3004_FranklinGothicURW-DemIta_fs_50_b_Layer 2,18,2,"[9, 9]",9
3006_FranklinGothicURW-DemIta_fs_50_d_Layer 2,17,2,"[8, 9]",9
3007_BaskervillePosterPT-Italic_fs_50_e_Layer 2,10,1,[10],10
3006_BaskervillePosterPT-Italic_fs_50_d_Layer 2,12,2,"[6, 6]",6
3007_FranklinGothicURW-DemIta_fs_50_e_Layer 2,15,2,"[11, 4]",11
3008_BaskervillePosterPT-Italic_fs_50_f_Layer 2,19,1,[19],19
3008_FranklinGothicURW-DemIta_fs_50_f_Layer 2,12,1,[12],12
300_ACaslonPro-Semibold_fs_50_z_Layer 2,11,1,[11],11
300_AntiqueOli-RegIta_fs_50_z_Layer 2,11,1,[11],11
3009_FranklinGothicURW-DemIta_fs_50_g_Layer 2,25,3,"[17, 5, 3]",17
3010_BaskervillePosterPT-Italic_fs_50_h_Layer 2,13,2,"[6, 7]",7
3009_BaskervillePosterPT-Italic_fs_50_g_Layer 2,31,4,"[5, 7, 12, 7]",12
3010_FranklinGothicURW-DemIta_fs_50_h_Layer 2,15,1,[15],15
3011_BaskervillePosterPT-Italic_fs_50_i_Layer 2,12,2,"[5, 7]",7
3012_BaskervillePosterPT-Italic_fs_50_j_Layer 2,14,2,"[5, 9]",9
3011_FranklinGothicURW-DemIta_fs_50_i_Layer 2,10,2,"[5, 5]",5
3012_FranklinGothicURW-DemIta_fs_50_j_Layer 2,13,2,"[5, 8]",8
3013_BaskervillePosterPT-Italic_fs_50_k_Layer 2,18,3,"[6, 6, 6]",6
3013_FranklinGothicURW-DemIta_fs_50_k_Layer 2,13,1,[13],13
3014_BaskervillePosterPT-Italic_fs_50_l_Layer 2,8,1,[8],8
3014_FranklinGothicURW-DemIta_fs_50_l_Layer 2,5,1,[5],5
3016_BaskervillePosterPT-Italic_fs_50_n_Layer 2,13,2,"[6, 7]",7
3015_BaskervillePosterPT-Italic_fs_50_m_Layer 2,18,3,"[6, 7, 5]",7
3015_FranklinGothicURW-DemIta_fs_50_m_Layer 2,20,1,[20],20
3016_FranklinGothicURW-DemIta_fs_50_n_Layer 2,14,1,[14],14
3017_BaskervillePosterPT-Italic_fs_50_o_Layer 2,12,2,"[5, 7]",7
3018_BaskervillePosterPT-Italic_fs_50_p_Layer 2,14,2,"[9, 5]",9
3018_FranklinGothicURW-DemIta_fs_50_p_Layer 2,18,2,"[9, 9]",9
3017_FranklinGothicURW-DemIta_fs_50_o_Layer 2,13,2,"[6, 7]",7
3019_BaskervillePosterPT-Italic_fs_50_q_Layer 2,16,2,"[9, 7]",9
3020_BaskervillePosterPT-Italic_fs_50_r_Layer 2,6,1,[6],6
3019_FranklinGothicURW-DemIta_fs_50_q_Layer 2,15,2,"[8, 7]",8
301_ACaslonPro-Semibold_fs_50_0_Layer 2,16,2,"[9, 7]",9
301_AntiqueOli-RegIta_fs_50_0_Layer 2,14,2,"[7, 7]",7
3020_FranklinGothicURW-DemIta_fs_50_r_Layer 2,7,1,[7],7
3021_BaskervillePosterPT-Italic_fs_50_s_Layer 2,12,1,[12],12
3021_FranklinGothicURW-DemIta_fs_50_s_Layer 2,15,1,[15],15
3022_FranklinGothicURW-DemIta_fs_50_t_Layer 2,16,1,[16],16
3022_BaskervillePosterPT-Italic_fs_50_t_Layer 2,11,1,[11],11
3023_BaskervillePosterPT-Italic_fs_50_u_Layer 2,12,2,"[5, 7]",7
3023_FranklinGothicURW-DemIta_fs_50_u_Layer 2,12,1,[12],12
3024_FranklinGothicURW-DemIta_fs_50_v_Layer 2,9,1,[9],9
3024_BaskervillePosterPT-Italic_fs_50_v_Layer 2,11,3,"[4, 3, 4]",4
3025_FranklinGothicURW-DemIta_fs_50_w_Layer 2,16,1,[16],16
3026_BaskervillePosterPT-Italic_fs_50_x_Layer 2,7,1,[7],7
3025_BaskervillePosterPT-Italic_fs_50_w_Layer 2,17,4,"[3, 7, 3, 4]",7
3026_FranklinGothicURW-DemIta_fs_50_x_Layer 2,12,1,[12],12
3027_BaskervillePosterPT-Italic_fs_50_y_Layer 2,6,1,[6],6
3028_FranklinGothicURW-DemIta_fs_50_z_Layer 2,10,1,[10],10
3027_FranklinGothicURW-DemIta_fs_50_y_Layer 2,12,1,[12],12
3028_BaskervillePosterPT-Italic_fs_50_z_Layer 2,7,2,"[3, 4]",4
3029_BaskervillePosterPT-Italic_fs_50_0_Layer 2,13,1,[13],13
302_ACaslonPro-Semibold_fs_50_1_Layer 2,9,1,[9],9
3029_FranklinGothicURW-DemIta_fs_50_0_Layer 2,18,2,"[9, 9]",9
302_AntiqueOli-RegIta_fs_50_1_Layer 2,8,1,[8],8
3030_BaskervillePosterPT-Italic_fs_50_1_Layer 2,9,1,[9],9
3030_FranklinGothicURW-DemIta_fs_50_1_Layer 2,12,1,[12],12
3031_FranklinGothicURW-DemIta_fs_50_2_Layer 2,15,1,[15],15
3031_BaskervillePosterPT-Italic_fs_50_2_Layer 2,11,2,"[6, 5]",6
3032_BaskervillePosterPT-Italic_fs_50_3_Layer 2,13,2,"[5, 8]",8
3032_FranklinGothicURW-DemIta_fs_50_3_Layer 2,19,1,[19],19
3033_FranklinGothicURW-DemIta_fs_50_4_Layer 2,17,2,"[12, 5]",12
3033_BaskervillePosterPT-Italic_fs_50_4_Layer 2,11,1,[11],11
3034_BaskervillePosterPT-Italic_fs_50_5_Layer 2,13,2,"[4, 9]",9
3034_FranklinGothicURW-DemIta_fs_50_5_Layer 2,16,1,[16],16
3035_BaskervillePosterPT-Italic_fs_50_6_Layer 2,11,1,[11],11
3036_BaskervillePosterPT-Italic_fs_50_7_Layer 2,10,2,"[5, 5]",5
3035_FranklinGothicURW-DemIta_fs_50_6_Layer 2,16,2,"[11, 5]",11
3036_FranklinGothicURW-DemIta_fs_50_7_Layer 2,8,1,[8],8
3037_BaskervillePosterPT-Italic_fs_50_8_Layer 2,19,1,[19],19
3037_FranklinGothicURW-DemIta_fs_50_8_Layer 2,24,3,"[12, 5, 7]",12
3038_BaskervillePosterPT-Italic_fs_50_9_Layer 2,11,1,[11],11
3038_FranklinGothicURW-DemIta_fs_50_9_Layer 2,14,2,"[9, 5]",9
3039_BaskervillePosterPT-Regular_fs_50_A_Layer 2,15,2,"[11, 4]",11
3039_FranklinGothicURW-Hea_fs_50_A_Layer 2,13,2,"[9, 4]",9
303_ACaslonPro-Semibold_fs_50_2_Layer 2,14,1,[14],14
303_AntiqueOli-RegIta_fs_50_2_Layer 2,14,1,[14],14
3040_BaskervillePosterPT-Regular_fs_50_B_Layer 2,23,3,"[12, 5, 6]",12
3041_FranklinGothicURW-Hea_fs_50_C_Layer 2,13,1,[13],13
3040_FranklinGothicURW-Hea_fs_50_B_Layer 2,20,3,"[9, 5, 6]",9
3041_BaskervillePosterPT-Regular_fs_50_C_Layer 2,19,3,"[9, 6, 4]",9
3042_BaskervillePosterPT-Regular_fs_50_D_Layer 2,18,2,"[9, 9]",9
3042_FranklinGothicURW-Hea_fs_50_D_Layer 2,11,2,"[6, 5]",6
3043_FranklinGothicURW-Hea_fs_50_E_Layer 2,13,1,[13],13
3043_BaskervillePosterPT-Regular_fs_50_E_Layer 2,16,1,[16],16
3044_BaskervillePosterPT-Regular_fs_50_F_Layer 2,13,1,[13],13
3044_FranklinGothicURW-Hea_fs_50_F_Layer 2,11,1,[11],11
3046_BaskervillePosterPT-Regular_fs_50_H_Layer 2,17,1,[17],17
3045_FranklinGothicURW-Hea_fs_50_G_Layer 2,18,1,[18],18
3045_BaskervillePosterPT-Regular_fs_50_G_Layer 2,23,3,"[10, 6, 7]",10
3046_FranklinGothicURW-Hea_fs_50_H_Layer 2,13,1,[13],13
3047_FranklinGothicURW-Hea_fs_50_I_Layer 2,5,1,[5],5
3047_BaskervillePosterPT-Regular_fs_50_I_Layer 2,9,1,[9],9
3048_BaskervillePosterPT-Regular_fs_50_J_Layer 2,12,1,[12],12
3048_FranklinGothicURW-Hea_fs_50_J_Layer 2,8,1,[8],8
3049_FranklinGothicURW-Hea_fs_50_K_Layer 2,13,1,[13],13
304_ACaslonPro-Semibold_fs_50_3_Layer 2,17,1,[17],17
3049_BaskervillePosterPT-Regular_fs_50_K_Layer 2,19,3,"[9, 4, 6]",9
304_AntiqueOli-RegIta_fs_50_3_Layer 2,15,1,[15],15
3050_FranklinGothicURW-Hea_fs_50_L_Layer 2,7,1,[7],7
3050_BaskervillePosterPT-Regular_fs_50_L_Layer 2,11,1,[11],11
3051_FranklinGothicURW-Hea_fs_50_M_Layer 2,17,1,[17],17
3051_BaskervillePosterPT-Regular_fs_50_M_Layer 2,15,2,"[6, 9]",9
3052_BaskervillePosterPT-Regular_fs_50_N_Layer 2,5,1,[5],5
3052_FranklinGothicURW-Hea_fs_50_N_Layer 2,11,1,[11],11
3053_BaskervillePosterPT-Regular_fs_50_O_Layer 2,11,2,"[5, 6]",6
3053_FranklinGothicURW-Hea_fs_50_O_Layer 2,13,2,"[5, 8]",8
3054_BaskervillePosterPT-Regular_fs_50_P_Layer 2,15,2,"[10, 5]",10
3054_FranklinGothicURW-Hea_fs_50_P_Layer 2,13,2,"[8, 5]",8
3055_BaskervillePosterPT-Regular_fs_50_Q_Layer 2,18,2,"[11, 7]",11
3055_FranklinGothicURW-Hea_fs_50_Q_Layer 2,18,2,"[10, 8]",10
3056_FranklinGothicURW-Hea_fs_50_R_Layer 2,17,2,"[11, 6]",11
3056_BaskervillePosterPT-Regular_fs_50_R_Layer 2,18,2,"[12, 6]",12
3057_FranklinGothicURW-Hea_fs_50_S_Layer 2,14,1,[14],14
3057_BaskervillePosterPT-Regular_fs_50_S_Layer 2,14,1,[14],14
3058_BaskervillePosterPT-Regular_fs_50_T_Layer 2,12,1,[12],12
3059_BaskervillePosterPT-Regular_fs_50_U_Layer 2,15,2,"[11, 4]",11
3058_FranklinGothicURW-Hea_fs_50_T_Layer 2,9,1,[9],9
3059_FranklinGothicURW-Hea_fs_50_U_Layer 2,14,1,[14],14
305_ACaslonPro-Semibold_fs_50_4_Layer 2,14,2,"[9, 5]",9
3060_BaskervillePosterPT-Regular_fs_50_V_Layer 2,10,2,"[6, 4]",6
305_AntiqueOli-RegIta_fs_50_4_Layer 2,16,2,"[11, 5]",11
3060_FranklinGothicURW-Hea_fs_50_V_Layer 2,9,1,[9],9
3061_BaskervillePosterPT-Regular_fs_50_W_Layer 2,22,3,"[9, 9, 4]",9
3061_FranklinGothicURW-Hea_fs_50_W_Layer 2,17,1,[17],17
3062_BaskervillePosterPT-Regular_fs_50_X_Layer 2,13,2,"[8, 5]",8
3062_FranklinGothicURW-Hea_fs_50_X_Layer 2,13,1,[13],13
3063_BaskervillePosterPT-Regular_fs_50_Y_Layer 2,15,2,"[4, 11]",11
3064_BaskervillePosterPT-Regular_fs_50_Z_Layer 2,9,1,[9],9
3063_FranklinGothicURW-Hea_fs_50_Y_Layer 2,12,1,[12],12
3064_FranklinGothicURW-Hea_fs_50_Z_Layer 2,11,1,[11],11
3065_BaskervillePosterPT-Regular_fs_50_a_Layer 2,12,2,"[8, 4]",8
3065_FranklinGothicURW-Hea_fs_50_a_Layer 2,17,2,"[13, 4]",13
3066_BaskervillePosterPT-Regular_fs_50_b_Layer 2,15,2,"[7, 8]",8
3067_BaskervillePosterPT-Regular_fs_50_c_Layer 2,9,1,[9],9
3066_FranklinGothicURW-Hea_fs_50_b_Layer 2,18,2,"[10, 8]",10
3067_FranklinGothicURW-Hea_fs_50_c_Layer 2,14,1,[14],14
3069_BaskervillePosterPT-Regular_fs_50_e_Layer 2,10,2,"[6, 4]",6
3068_BaskervillePosterPT-Regular_fs_50_d_Layer 2,18,2,"[10, 8]",10
3068_FranklinGothicURW-Hea_fs_50_d_Layer 2,17,2,"[8, 9]",9
3069_FranklinGothicURW-Hea_fs_50_e_Layer 2,13,2,"[9, 4]",9
306_AntiqueOli-RegIta_fs_50_5_Layer 2,15,1,[15],15
306_ACaslonPro-Semibold_fs_50_5_Layer 2,11,1,[11],11
3070_BaskervillePosterPT-Regular_fs_50_f_Layer 2,15,1,[15],15
3070_FranklinGothicURW-Hea_fs_50_f_Layer 2,15,1,[15],15
3072_BaskervillePosterPT-Regular_fs_50_h_Layer 2,17,2,"[8, 9]",9
3071_FranklinGothicURW-Hea_fs_50_g_Layer 2,25,3,"[17, 5, 3]",17
3072_FranklinGothicURW-Hea_fs_50_h_Layer 2,12,1,[12],12
3073_BaskervillePosterPT-Regular_fs_50_i_Layer 2,10,2,"[5, 5]",5
3071_BaskervillePosterPT-Regular_fs_50_g_Layer 2,33,4,"[5, 7, 12, 9]",12
3073_FranklinGothicURW-Hea_fs_50_i_Layer 2,10,2,"[5, 5]",5
3074_BaskervillePosterPT-Regular_fs_50_j_Layer 2,16,2,"[5, 11]",11
3074_FranklinGothicURW-Hea_fs_50_j_Layer 2,14,2,"[5, 9]",9
3076_BaskervillePosterPT-Regular_fs_50_l_Layer 2,9,1,[9],9
3075_BaskervillePosterPT-Regular_fs_50_k_Layer 2,14,2,"[9, 5]",9
3075_FranklinGothicURW-Hea_fs_50_k_Layer 2,11,1,[11],11
3076_FranklinGothicURW-Hea_fs_50_l_Layer 2,5,1,[5],5
3078_BaskervillePosterPT-Regular_fs_50_n_Layer 2,16,2,"[7, 9]",9
3077_BaskervillePosterPT-Regular_fs_50_m_Layer 2,21,3,"[7, 8, 6]",8
3077_FranklinGothicURW-Hea_fs_50_m_Layer 2,22,1,[22],22
3078_FranklinGothicURW-Hea_fs_50_n_Layer 2,14,1,[14],14
3079_FranklinGothicURW-Hea_fs_50_o_Layer 2,13,2,"[5, 8]",8
307_ACaslonPro-Semibold_fs_50_6_Layer 2,13,2,"[7, 6]",7
307_AntiqueOli-RegIta_fs_50_6_Layer 2,15,2,"[10, 5]",10
3079_BaskervillePosterPT-Regular_fs_50_o_Layer 2,11,2,"[5, 6]",6
3080_BaskervillePosterPT-Regular_fs_50_p_Layer 2,17,2,"[8, 9]",9
3080_FranklinGothicURW-Hea_fs_50_p_Layer 2,18,2,"[10, 8]",10
3081_BaskervillePosterPT-Regular_fs_50_q_Layer 2,15,2,"[8, 7]",8
3081_FranklinGothicURW-Hea_fs_50_q_Layer 2,17,2,"[9, 8]",9
3082_BaskervillePosterPT-Regular_fs_50_r_Layer 2,10,2,"[7, 3]",7
3082_FranklinGothicURW-Hea_fs_50_r_Layer 2,9,1,[9],9
