,id,total_len,nb_groups,len_groups,max_len_group
6653,10855_Layer 10,20,1,[20],20
6654,10855_Layer 11,14,1,[14],14
6655,10855_Layer 12,16,1,[16],16
6656,10855_Layer 13,12,1,[12],12
6657,10855_Layer 14,10,1,[10],10
6658,10855_Layer 2,6,1,[6],6
6659,10855_Layer 3,6,1,[6],6
6660,10855_Layer 16,14,1,[14],14
6661,10855_Layer 4,10,1,[10],10
6662,10855_Layer 15,24,1,[24],24
6663,10855_Layer 6,6,1,[6],6
6664,10855_Layer 5,12,1,[12],12
6665,10855_Layer 7,10,1,[10],10
6666,10855_Layer 8,10,1,[10],10
6667,10856_Layer 11,10,1,[10],10
6668,10855_Layer 9,6,1,[6],6
6669,10856_Layer 10,16,1,[16],16
6670,10856_Layer 12,6,1,[6],6
6671,10856_Layer 16,10,1,[10],10
6672,10856_Layer 13,10,1,[10],10
6673,10856_Layer 14,14,1,[14],14
6674,10856_Layer 15,14,1,[14],14
6675,10856_Layer 18,12,1,[12],12
6676,10856_Layer 2,10,1,[10],10
6677,10856_Layer 17,16,1,[16],16
6678,10856_Layer 19,22,1,[22],22
6679,10856_Layer 20,14,1,[14],14
6680,10856_Layer 3,8,1,[8],8
6681,10856_Layer 4,8,1,[8],8
6682,10856_Layer 21,16,1,[16],16
6683,10856_Layer 5,12,1,[12],12
6684,10856_Layer 22,22,1,[22],22
6685,10856_Layer 6,8,1,[8],8
6686,10856_Layer 8,10,1,[10],10
6687,10856_Layer 7,10,1,[10],10
6688,10856_Layer 9,8,1,[8],8
6689,10857_Layer 2,10,1,[10],10
6690,10857_Layer 3,12,1,[12],12
6691,10857_Layer 4,14,1,[14],14
6692,10857_Layer 5,18,1,[18],18
6693,10858_Layer 3,8,1,[8],8
6694,10858_Layer 2,10,1,[10],10
6695,10858_Layer 10,22,1,[22],22
6696,10858_Layer 4,10,1,[10],10
6697,10858_Layer 5,10,1,[10],10
6698,10858_Layer 6,12,1,[12],12
6699,10859_Layer 10,10,1,[10],10
6700,10858_Layer 7,20,1,[20],20
6701,10858_Layer 8,14,1,[14],14
6702,10858_Layer 9,22,1,[22],22
6703,10859_Layer 12,10,1,[10],10
6704,10859_Layer 11,12,1,[12],12
6705,10859_Layer 13,10,1,[10],10
6706,10859_Layer 15,12,1,[12],12
6707,10859_Layer 16,16,1,[16],16
6708,10859_Layer 14,10,1,[10],10
6709,10859_Layer 17,16,1,[16],16
6710,10859_Layer 2,6,1,[6],6
6711,10859_Layer 19,10,1,[10],10
6712,10859_Layer 3,10,1,[10],10
6713,10859_Layer 4,12,1,[12],12
6714,10859_Layer 18,18,1,[18],18
6715,10859_Layer 5,12,1,[12],12
6716,10859_Layer 6,6,1,[6],6
6717,10859_Layer 8,8,1,[8],8
6718,10859_Layer 7,10,1,[10],10
6719,10860_Layer 2,8,1,[8],8
6720,10859_Layer 9,8,1,[8],8
6721,10860_Layer 3,14,1,[14],14
6722,10860_Layer 6,8,1,[8],8
6723,10860_Layer 4,16,1,[16],16
6724,10860_Layer 5,10,1,[10],10
6725,10860_Layer 7,8,1,[8],8
6726,10861_Layer 2,12,1,[12],12
6727,10861_Layer 3,20,1,[20],20
6728,10860_Layer 9,18,1,[18],18
6729,10860_Layer 8,22,1,[22],22
6730,10861_Layer 4,14,1,[14],14
6731,10862_Layer 11,10,1,[10],10
6732,10862_Layer 10,10,1,[10],10
6733,10862_Layer 12,10,1,[10],10
6734,10862_Layer 14,14,1,[14],14
6735,10862_Layer 15,14,1,[14],14
6736,10862_Layer 13,22,1,[22],22
6737,10862_Layer 16,14,1,[14],14
6738,10862_Layer 2,8,1,[8],8
6739,10862_Layer 17,16,1,[16],16
6740,10862_Layer 18,14,1,[14],14
6741,10862_Layer 19,20,2,"[10, 10]",10
6742,10862_Layer 3,10,1,[10],10
6743,10862_Layer 5,10,1,[10],10
6744,10862_Layer 6,10,1,[10],10
6745,10862_Layer 4,16,1,[16],16
6746,10862_Layer 7,10,1,[10],10
6747,10862_Layer 8,8,1,[8],8
6748,10863_Layer 2,8,1,[8],8
6749,10862_Layer 9,8,1,[8],8
6750,10863_Layer 4,8,1,[8],8
6751,10863_Layer 3,10,1,[10],10
6752,10864_Layer 2,10,1,[10],10
6753,10863_Layer 5,16,1,[16],16
6754,10863_Layer 6,12,1,[12],12
6755,10863_Layer 7,18,2,"[10, 8]",10
6756,10864_Layer 3,14,1,[14],14
6757,10865_Layer 2,14,1,[14],14
6758,10864_Layer 4,18,1,[18],18
6759,10865_Layer 3,14,1,[14],14
6760,10865_Layer 5,10,1,[10],10
6761,10865_Layer 6,12,1,[12],12
6762,10866_Layer 2,10,1,[10],10
6763,10865_Layer 4,26,2,"[18, 8]",18
6764,10866_Layer 3,8,1,[8],8
6765,10866_Layer 4,12,1,[12],12
6766,10866_Layer 5,10,1,[10],10
6767,10866_Layer 6,14,1,[14],14
6768,10866_Layer 7,14,1,[14],14
6769,10866_Layer 9,10,1,[10],10
6770,10868_Layer 2,6,1,[6],6
6771,10866_Layer 8,20,1,[20],20
6772,10868_Layer 3,10,1,[10],10
6773,10868_Layer 4,14,1,[14],14
6774,10868_Layer 5,18,1,[18],18
6775,10868_Layer 6,12,1,[12],12
6776,10868_Layer 7,14,2,"[6, 8]",8
6777,10869_Layer 2,8,1,[8],8
6778,10868_Layer 8,24,1,[24],24
6779,10869_Layer 10,16,1,[16],16
6780,10869_Layer 11,18,1,[18],18
6781,10869_Layer 3,8,1,[8],8
6782,10869_Layer 4,10,1,[10],10
6783,10869_Layer 5,6,1,[6],6
6784,10869_Layer 7,12,1,[12],12
6785,10869_Layer 6,8,1,[8],8
6786,10869_Layer 8,10,1,[10],10
6787,10870_Layer 12,8,1,[8],8
6788,10870_Layer 10,14,1,[14],14
6789,10870_Layer 11,16,1,[16],16
6790,10870_Layer 3,6,1,[6],6
6791,10870_Layer 2,8,1,[8],8
6792,10869_Layer 9,22,1,[22],22
6793,10870_Layer 4,8,1,[8],8
6794,10870_Layer 6,14,1,[14],14
6795,10870_Layer 5,14,1,[14],14
6796,10870_Layer 7,16,1,[16],16
6797,10870_Layer 8,12,1,[12],12
6798,10871_Layer 10,8,1,[8],8
6799,10870_Layer 9,12,1,[12],12
6800,10871_Layer 11,16,1,[16],16
6801,10871_Layer 12,14,1,[14],14
6802,10871_Layer 13,12,1,[12],12
6803,10871_Layer 14,14,1,[14],14
6804,10871_Layer 2,8,1,[8],8
6805,10871_Layer 3,6,1,[6],6
6806,10871_Layer 15,14,1,[14],14
6807,10871_Layer 16,20,1,[20],20
6808,10871_Layer 5,6,1,[6],6
6809,10871_Layer 6,8,1,[8],8
6810,10871_Layer 4,8,1,[8],8
6811,10871_Layer 8,12,1,[12],12
6812,10872_Layer 2,10,1,[10],10
6813,10871_Layer 7,12,1,[12],12
6814,10871_Layer 9,12,1,[12],12
6815,10872_Layer 3,12,1,[12],12
6816,10872_Layer 4,14,1,[14],14
6817,10872_Layer 6,10,1,[10],10
6818,10872_Layer 5,18,1,[18],18
6819,10873_Layer 11,12,1,[12],12
6820,10873_Layer 10,14,2,"[8, 6]",8
6821,10873_Layer 12,16,1,[16],16
6822,10873_Layer 2,10,1,[10],10
6823,10873_Layer 3,6,1,[6],6
6824,10873_Layer 4,10,1,[10],10
6825,10873_Layer 13,22,1,[22],22
6826,10873_Layer 5,6,1,[6],6
6827,10873_Layer 6,10,1,[10],10
6828,10874_Layer 2,8,1,[8],8
6829,10873_Layer 9,10,1,[10],10
6830,10873_Layer 7,14,1,[14],14
6831,10873_Layer 8,16,1,[16],16
6832,10875_Layer 11,12,1,[12],12
6833,10874_Layer 3,14,1,[14],14
6834,10875_Layer 10,12,1,[12],12
6835,10874_Layer 4,16,1,[16],16
6836,10875_Layer 12,12,2,"[6, 6]",6
6837,10875_Layer 14,12,1,[12],12
6838,10875_Layer 2,8,1,[8],8
6839,10875_Layer 13,24,1,[24],24
6840,10875_Layer 3,6,1,[6],6
6841,10875_Layer 15,14,1,[14],14
6842,10875_Layer 5,10,1,[10],10
6843,10875_Layer 6,10,1,[10],10
6844,10875_Layer 4,6,1,[6],6
6845,10875_Layer 7,18,1,[18],18
6846,10876_Layer 2,8,1,[8],8
6847,10875_Layer 8,18,1,[18],18
6848,10875_Layer 9,14,1,[14],14
6849,10876_Layer 4,10,1,[10],10
6850,10876_Layer 3,8,1,[8],8
6851,10876_Layer 8,6,1,[6],6
6852,10876_Layer 5,10,1,[10],10
6853,10876_Layer 6,16,1,[16],16
6854,10877_Layer 2,10,1,[10],10
6855,10876_Layer 9,14,1,[14],14
6856,10877_Layer 3,12,1,[12],12
6857,10876_Layer 7,20,2,"[10, 10]",10
6858,10877_Layer 4,12,1,[12],12
6859,10877_Layer 5,10,1,[10],10
6860,10877_Layer 8,12,1,[12],12
6861,10877_Layer 6,20,1,[20],20
6862,10878_Layer 3,12,1,[12],12
6863,10877_Layer 9,18,1,[18],18
6864,10878_Layer 4,14,1,[14],14
6865,10878_Layer 5,10,1,[10],10
6866,10879_Layer 2,8,1,[8],8
6867,10879_Layer 3,10,1,[10],10
6868,10878_Layer 6,18,1,[18],18
6869,10879_Layer 4,10,1,[10],10
6870,10879_Layer 5,14,1,[14],14
6871,10881_Layer 2,10,1,[10],10
6872,10879_Layer 6,20,1,[20],20
6873,10881_Layer 4,6,1,[6],6
6874,10881_Layer 3,14,1,[14],14
6875,10881_Layer 5,14,1,[14],14
6876,10881_Layer 6,16,1,[16],16
6877,10882_Layer 11,18,2,"[12, 6]",12
6878,10882_Layer 10,18,2,"[10, 8]",10
6879,10882_Layer 2,8,1,[8],8
6880,10882_Layer 12,14,1,[14],14
6881,10882_Layer 3,8,1,[8],8
6882,10882_Layer 4,14,1,[14],14
6883,10882_Layer 13,24,1,[24],24
6884,10882_Layer 6,14,1,[14],14
6885,10882_Layer 5,12,1,[12],12
6886,10882_Layer 9,12,1,[12],12
6887,10882_Layer 7,14,2,"[10, 4]",10
6888,10882_Layer 8,16,1,[16],16
6889,10885_Layer 3,12,1,[12],12
6890,10885_Layer 2,12,1,[12],12
6891,10885_Layer 4,18,2,"[12, 6]",12
6892,10886_Layer 2,10,1,[10],10
6893,10886_Layer 5,8,1,[8],8
6894,10886_Layer 3,16,1,[16],16
6895,10886_Layer 6,8,1,[8],8
6896,10886_Layer 4,14,2,"[8, 6]",8
6897,10887_Layer 10,14,1,[14],14
6898,10887_Layer 12,8,1,[8],8
6899,10887_Layer 11,14,1,[14],14
6900,10887_Layer 14,12,1,[12],12
6901,10887_Layer 13,12,1,[12],12
6902,10887_Layer 15,16,1,[16],16
6903,10887_Layer 16,10,1,[10],10
6904,10887_Layer 18,16,1,[16],16
6905,10887_Layer 2,8,1,[8],8
6906,10887_Layer 17,12,2,"[6, 6]",6
6907,10887_Layer 19,12,1,[12],12
6908,10887_Layer 3,10,1,[10],10
6909,10887_Layer 21,16,1,[16],16
6910,10887_Layer 22,24,1,[24],24
6911,10887_Layer 20,16,1,[16],16
6912,10887_Layer 4,6,1,[6],6
6913,10887_Layer 7,8,1,[8],8
6914,10887_Layer 5,10,1,[10],10
6915,10887_Layer 6,14,1,[14],14
6916,10887_Layer 8,6,1,[6],6
6917,10887_Layer 9,16,1,[16],16
6918,10888_Layer 2,14,1,[14],14
6919,10889_Layer 2,8,1,[8],8
6920,10888_Layer 4,10,1,[10],10
6921,10888_Layer 3,18,1,[18],18
6922,10889_Layer 3,6,1,[6],6
6923,10889_Layer 4,12,1,[12],12
6924,10889_Layer 5,14,1,[14],14
6925,10889_Layer 6,16,1,[16],16
6926,10890_Layer 2,8,1,[8],8
6927,10889_Layer 7,18,1,[18],18
6928,10889_Layer 8,18,2,"[12, 6]",12
6929,10890_Layer 3,6,1,[6],6
6930,10890_Layer 4,10,1,[10],10
6931,10890_Layer 5,14,1,[14],14
6932,10891_Layer 2,8,1,[8],8
6933,10890_Layer 6,12,1,[12],12
6934,10890_Layer 7,12,1,[12],12
6935,10890_Layer 8,14,2,"[8, 6]",8
6936,10891_Layer 3,8,1,[8],8
6937,10891_Layer 4,10,1,[10],10
6938,10891_Layer 6,10,1,[10],10
6939,10891_Layer 5,20,1,[20],20
6940,10892_Layer 10,10,1,[10],10
6941,10891_Layer 7,18,1,[18],18
6942,10892_Layer 11,6,1,[6],6
6943,10892_Layer 12,8,1,[8],8
6944,10892_Layer 13,6,1,[6],6
6945,10892_Layer 14,10,1,[10],10
6946,10892_Layer 16,10,1,[10],10
6947,10892_Layer 15,8,1,[8],8
6948,10892_Layer 17,6,1,[6],6
6949,10892_Layer 18,14,2,"[6, 8]",8
6950,10892_Layer 19,14,1,[14],14
6951,10892_Layer 2,10,1,[10],10
6952,10892_Layer 20,10,1,[10],10
6953,10892_Layer 21,10,1,[10],10
6954,10892_Layer 23,8,1,[8],8
6955,10892_Layer 24,14,1,[14],14
6956,10892_Layer 3,8,1,[8],8
6957,10892_Layer 22,24,1,[24],24
6958,10892_Layer 25,18,1,[18],18
6959,10892_Layer 4,6,1,[6],6
6960,10892_Layer 6,10,1,[10],10
6961,10892_Layer 5,8,1,[8],8
6962,10892_Layer 7,8,1,[8],8
6963,10892_Layer 8,6,1,[6],6
6964,10892_Layer 9,10,1,[10],10
6965,10894_Layer 2,10,1,[10],10
6966,10895_Layer 2,8,1,[8],8
6967,10895_Layer 3,8,1,[8],8
6968,10894_Layer 4,12,1,[12],12
6969,10894_Layer 3,20,1,[20],20
6970,10895_Layer 4,16,1,[16],16
6971,10895_Layer 6,12,1,[12],12
6972,10895_Layer 5,20,1,[20],20
6973,10895_Layer 7,10,1,[10],10
6974,10896_Layer 2,12,1,[12],12
6975,10895_Layer 8,16,1,[16],16
6976,10896_Layer 3,10,1,[10],10
6977,10897_Layer 2,6,1,[6],6
6978,10896_Layer 4,16,1,[16],16
6979,10897_Layer 3,10,1,[10],10
6980,10897_Layer 4,12,1,[12],12
6981,10897_Layer 5,10,1,[10],10
6982,10897_Layer 6,8,1,[8],8
6983,10896_Layer 6,17,2,"[9, 8]",9
6984,10898_Layer 2,8,1,[8],8
6985,10897_Layer 7,10,1,[10],10
6986,10898_Layer 3,8,1,[8],8
6987,10898_Layer 4,10,1,[10],10
6988,10897_Layer 8,16,1,[16],16
6989,10898_Layer 6,12,2,"[6, 6]",6
6990,10898_Layer 7,10,1,[10],10
6991,10898_Layer 8,8,1,[8],8
6992,10898_Layer 5,20,1,[20],20
6993,10899_Layer 2,8,1,[8],8
6994,10899_Layer 3,10,1,[10],10
6995,10899_Layer 4,10,1,[10],10
6996,108_Layer 2,8,1,[8],8
6997,10899_Layer 5,12,1,[12],12
6998,108_Layer 6,6,1,[6],6
6999,108_Layer 4,16,2,"[10, 6]",10
7000,108_Layer 3,14,2,"[6, 8]",8
7001,108_Layer 7,10,1,[10],10
7002,108_Layer 8,10,1,[10],10
7003,10902_Layer 2,8,1,[8],8
7004,108_Layer 5,13,1,[13],13
7005,10902_Layer 3,14,1,[14],14
7006,10902_Layer 4,18,1,[18],18
7007,10903_Layer 10,20,1,[20],20
7008,10903_Layer 2,8,1,[8],8
7009,10903_Layer 11,20,2,"[10, 10]",10
7010,10903_Layer 12,18,1,[18],18
7011,10903_Layer 3,8,1,[8],8
7012,10903_Layer 4,10,1,[10],10
7013,10903_Layer 5,10,1,[10],10
7014,10903_Layer 8,14,1,[14],14
7015,10903_Layer 9,16,1,[16],16
7016,10903_Layer 6,14,1,[14],14
7017,10903_Layer 7,16,1,[16],16
7018,10904_Layer 2,8,1,[8],8
7019,10904_Layer 4,14,1,[14],14
7020,10904_Layer 3,8,1,[8],8
7021,10904_Layer 5,8,1,[8],8
7022,10907_Layer 2,8,1,[8],8
7023,10904_Layer 6,12,1,[12],12
7024,10907_Layer 3,10,1,[10],10
7025,10904_Layer 7,14,2,"[8, 6]",8
7026,10907_Layer 4,10,1,[10],10
7027,10907_Layer 6,8,1,[8],8
7028,10908_Layer 2,10,1,[10],10
7029,10907_Layer 5,20,2,"[14, 6]",14
7030,10908_Layer 3,12,1,[12],12
7031,10908_Layer 5,6,1,[6],6
7032,10909_Layer 2,12,1,[12],12
7033,10909_Layer 3,10,1,[10],10
7034,10908_Layer 4,16,1,[16],16
7035,10909_Layer 4,14,1,[14],14
7036,10909_Layer 5,12,1,[12],12
7037,10908_Layer 6,14,1,[14],14
7038,10909_Layer 6,14,1,[14],14
7039,10909_Layer 8,6,1,[6],6
7040,10910_Layer 2,10,1,[10],10
7041,10909_Layer 7,18,1,[18],18
7042,10910_Layer 3,8,1,[8],8
7043,10910_Layer 4,14,1,[14],14
7044,10911_Layer 10,14,1,[14],14
7045,10910_Layer 5,14,1,[14],14
7046,10910_Layer 6,16,2,"[10, 6]",10
7047,10911_Layer 11,16,1,[16],16
7048,10911_Layer 2,10,1,[10],10
7049,10911_Layer 12,14,1,[14],14
7050,10911_Layer 13,16,1,[16],16
7051,10911_Layer 4,10,1,[10],10
7052,10911_Layer 3,8,1,[8],8
7053,10911_Layer 5,8,1,[8],8
7054,10911_Layer 6,10,1,[10],10
7055,10911_Layer 8,8,1,[8],8
7056,10911_Layer 7,12,1,[12],12
7057,10911_Layer 9,8,1,[8],8
7058,10912_Layer 2,8,1,[8],8
7059,10912_Layer 3,10,1,[10],10
7060,10913_Layer 2,6,1,[6],6
7061,10912_Layer 4,14,1,[14],14
7062,10913_Layer 3,6,1,[6],6
7063,10913_Layer 4,6,1,[6],6
7064,10913_Layer 5,14,1,[14],14
7065,10913_Layer 6,14,1,[14],14
7066,10913_Layer 7,16,1,[16],16
7067,10914_Layer 2,14,1,[14],14
7068,10914_Layer 3,10,1,[10],10
7069,10914_Layer 4,14,1,[14],14
7070,10914_Layer 6,10,1,[10],10
7071,10914_Layer 7,14,1,[14],14
7072,10915_Layer 2,14,1,[14],14
7073,10914_Layer 5,18,1,[18],18
7074,10915_Layer 3,12,2,"[6, 6]",6
7075,10915_Layer 4,10,1,[10],10
7076,10915_Layer 5,12,1,[12],12
7077,10916_Layer 3,12,1,[12],12
7078,10916_Layer 2,10,1,[10],10
7079,10916_Layer 5,20,2,"[12, 8]",12
7080,10916_Layer 4,16,1,[16],16
7081,10916_Layer 7,12,1,[12],12
7082,10917_Layer 2,8,1,[8],8
7083,10916_Layer 6,22,2,"[12, 10]",12
7084,10917_Layer 3,10,1,[10],10
7085,10917_Layer 7,8,1,[8],8
7086,10917_Layer 4,12,1,[12],12
7087,10917_Layer 5,12,1,[12],12
7088,10917_Layer 6,10,1,[10],10
7089,10919_Layer 10,16,1,[16],16
7090,10919_Layer 11,18,2,"[10, 8]",10
7091,10917_Layer 8,16,2,"[8, 8]",8
7092,10917_Layer 9,12,1,[12],12
7093,10919_Layer 12,14,1,[14],14
7094,10919_Layer 2,10,1,[10],10
7095,10919_Layer 13,16,1,[16],16
7096,10919_Layer 3,10,1,[10],10
7097,10919_Layer 4,8,1,[8],8
7099,10919_Layer 5,14,1,[14],14
7100,10919_Layer 6,10,1,[10],10
7101,10919_Layer 7,16,1,[16],16
7102,10919_Layer 8,8,1,[8],8
7104,10919_Layer 9,16,1,[16],16
7105,1091_Layer 2,13,1,[13],13
7106,1091_Layer 4,12,1,[12],12
7107,1091_Layer 6,6,1,[6],6
7108,1091_Layer 3,24,1,[24],24
7109,1091_Layer 7,20,1,[20],20
7110,1091_Layer 8,13,1,[13],13
7111,1091_Layer 5,27,2,"[21, 6]",21
7112,10920_Layer 10,16,1,[16],16
7113,10920_Layer 11,8,1,[8],8
7114,10920_Layer 12,14,2,"[8, 6]",8
7115,10920_Layer 2,8,1,[8],8
7116,10920_Layer 3,12,1,[12],12
7117,10920_Layer 4,12,1,[12],12
7118,10920_Layer 5,8,1,[8],8
7119,10920_Layer 6,10,1,[10],10
7121,10920_Layer 7,14,2,"[4, 10]",10
7122,10920_Layer 8,14,1,[14],14
7123,10921_Layer 2,4,1,[4],4
7124,10920_Layer 9,20,1,[20],20
7125,10921_Layer 3,10,1,[10],10
7126,10921_Layer 4,8,1,[8],8
7127,10921_Layer 6,16,2,"[8, 8]",8
7128,10921_Layer 5,12,1,[12],12
7129,10921_Layer 7,22,1,[22],22
7130,10923_Layer 2,8,1,[8],8
7131,10921_Layer 8,10,1,[10],10
7132,10923_Layer 3,10,1,[10],10
7133,10923_Layer 5,8,1,[8],8
7134,10923_Layer 4,10,1,[10],10
7135,10923_Layer 6,12,1,[12],12
7136,10923_Layer 7,8,1,[8],8
7137,1091_Layer 9,26,1,[26],26
7138,10923_Layer 8,8,1,[8],8
7139,10924_Layer 2,10,1,[10],10
7140,10923_Layer 9,20,1,[20],20
7141,10924_Layer 3,16,1,[16],16
7142,10924_Layer 4,16,1,[16],16
7143,10924_Layer 5,16,1,[16],16
7144,10925_Layer 2,8,1,[8],8
7145,10924_Layer 6,12,1,[12],12
7146,10925_Layer 3,8,1,[8],8
7147,10925_Layer 4,8,1,[8],8
7148,10928_Layer 2,10,1,[10],10
7149,10925_Layer 6,16,1,[16],16
7150,10925_Layer 5,20,1,[20],20
7151,10925_Layer 7,18,1,[18],18
7152,10928_Layer 4,10,1,[10],10
7153,10928_Layer 3,12,1,[12],12
7154,1092_Layer 11,10,1,[10],10
7155,1092_Layer 13,6,1,[6],6
7156,1092_Layer 12,10,1,[10],10
7157,1092_Layer 10,20,1,[20],20
7158,1092_Layer 14,12,1,[12],12
7159,1092_Layer 3,6,1,[6],6
7160,1092_Layer 15,12,1,[12],12
7161,1092_Layer 2,10,1,[10],10
7162,1092_Layer 4,8,1,[8],8
7163,1092_Layer 5,10,1,[10],10
7164,1092_Layer 6,10,1,[10],10
7165,1092_Layer 7,8,1,[8],8
7166,1092_Layer 8,20,1,[20],20
7167,1092_Layer 9,16,1,[16],16
7168,10930_Layer 2,10,1,[10],10
7169,10930_Layer 3,12,1,[12],12
7170,10930_Layer 4,10,1,[10],10
7171,10930_Layer 5,14,1,[14],14
7172,10930_Layer 6,18,1,[18],18
7173,10931_Layer 2,10,1,[10],10
7174,10930_Layer 7,18,2,"[12, 6]",12
7175,10930_Layer 8,12,2,"[6, 6]",6
7176,10931_Layer 3,16,1,[16],16
7177,10932_Layer 2,10,1,[10],10
7178,10931_Layer 4,14,1,[14],14
7179,10932_Layer 3,12,1,[12],12
7180,10932_Layer 6,10,1,[10],10
7181,10932_Layer 5,12,1,[12],12
7182,10932_Layer 4,16,1,[16],16
7183,10932_Layer 7,12,1,[12],12
7184,10933_Layer 2,12,1,[12],12
7185,10933_Layer 3,18,1,[18],18
7186,10932_Layer 8,22,2,"[14, 8]",14
7187,10933_Layer 5,10,1,[10],10
7188,10933_Layer 4,12,1,[12],12
7189,10934_Layer 3,8,1,[8],8
7190,10934_Layer 2,6,1,[6],6
7191,10933_Layer 6,14,1,[14],14
7192,10933_Layer 7,10,1,[10],10
7193,10934_Layer 6,6,1,[6],6
7194,10934_Layer 4,12,1,[12],12
7195,10934_Layer 7,8,1,[8],8
7196,10934_Layer 5,6,1,[6],6
7197,10935_Layer 4,14,1,[14],14
7198,10935_Layer 5,14,1,[14],14
7199,10935_Layer 6,18,1,[18],18
7200,10935_Layer 3,16,1,[16],16
7201,10936_Layer 10,18,2,"[10, 8]",10
7202,10936_Layer 11,12,1,[12],12
7203,10936_Layer 12,14,1,[14],14
7204,10936_Layer 13,22,1,[22],22
7205,10936_Layer 14,10,1,[10],10
7206,10936_Layer 2,6,1,[6],6
7207,10936_Layer 4,8,1,[8],8
7208,10936_Layer 3,14,1,[14],14
7209,10936_Layer 5,12,1,[12],12
7210,10936_Layer 6,6,1,[6],6
7211,10936_Layer 7,6,1,[6],6
7212,10936_Layer 8,14,1,[14],14
7213,10936_Layer 9,16,1,[16],16
7214,10937_Layer 10,16,1,[16],16
7215,10937_Layer 11,14,1,[14],14
7216,10937_Layer 12,14,1,[14],14
7217,10937_Layer 13,18,2,"[12, 6]",12
7218,10937_Layer 14,16,2,"[10, 6]",10
7219,10937_Layer 2,10,1,[10],10
7220,10937_Layer 3,16,1,[16],16
7222,10937_Layer 4,16,1,[16],16
7223,10937_Layer 5,10,1,[10],10
7224,10937_Layer 6,14,1,[14],14
7225,10937_Layer 7,14,1,[14],14
7226,10938_Layer 2,10,1,[10],10
7227,10937_Layer 8,10,1,[10],10
7229,10937_Layer 9,16,1,[16],16
7230,10938_Layer 3,8,1,[8],8
7231,10938_Layer 5,8,1,[8],8
7232,10939_Layer 2,8,1,[8],8
7233,10939_Layer 3,10,1,[10],10
7234,10938_Layer 6,16,2,"[8, 8]",8
7235,10939_Layer 4,14,1,[14],14
7236,10939_Layer 6,8,1,[8],8
7237,10939_Layer 5,16,1,[16],16
7238,10939_Layer 7,14,1,[14],14
7239,10939_Layer 8,8,1,[8],8
7241,1093_Layer 11,4,1,[4],4
7242,10939_Layer 9,20,2,"[12, 8]",12
7243,1093_Layer 10,16,2,"[10, 6]",10
7244,1093_Layer 13,8,1,[8],8
7245,1093_Layer 2,8,1,[8],8
7246,1093_Layer 12,16,1,[16],16
7247,1093_Layer 3,8,1,[8],8
7248,1093_Layer 4,10,1,[10],10
7249,1093_Layer 5,8,1,[8],8
7250,1093_Layer 6,14,1,[14],14
7251,1093_Layer 7,14,1,[14],14
7252,1093_Layer 8,14,1,[14],14
7253,1093_Layer 9,6,1,[6],6
7254,10940_Layer 2,8,1,[8],8
7255,10940_Layer 3,8,1,[8],8
7256,10940_Layer 10,14,1,[14],14
7257,10940_Layer 4,8,1,[8],8
7258,10940_Layer 5,8,1,[8],8
7259,10940_Layer 6,12,1,[12],12
7260,10940_Layer 7,14,1,[14],14
7261,10940_Layer 8,18,1,[18],18
7262,10940_Layer 9,14,1,[14],14
7263,10941_Layer 10,20,1,[20],20
7264,10941_Layer 12,10,1,[10],10
7265,10941_Layer 11,18,1,[18],18
7266,10941_Layer 13,12,1,[12],12
7267,10941_Layer 3,8,1,[8],8
7268,10941_Layer 2,6,1,[6],6
7269,10941_Layer 4,8,1,[8],8
7270,10941_Layer 5,8,1,[8],8
7271,10941_Layer 6,8,1,[8],8
7272,10941_Layer 7,8,1,[8],8
7273,10941_Layer 8,8,1,[8],8
7274,10942_Layer 10,12,1,[12],12
7275,10942_Layer 11,10,1,[10],10
7276,10942_Layer 12,16,1,[16],16
7277,10941_Layer 9,22,1,[22],22
7278,10942_Layer 13,10,1,[10],10
7279,10942_Layer 14,12,1,[12],12
7280,10942_Layer 15,12,1,[12],12
7281,10942_Layer 16,16,1,[16],16
7282,10942_Layer 2,6,1,[6],6
7283,10942_Layer 18,10,1,[10],10
7284,10942_Layer 17,14,1,[14],14
7285,10942_Layer 19,20,1,[20],20
7286,10942_Layer 20,18,1,[18],18
7287,10942_Layer 22,18,1,[18],18
7288,10942_Layer 21,20,1,[20],20
7289,10942_Layer 24,10,1,[10],10
7290,10942_Layer 23,16,1,[16],16
7291,10942_Layer 25,8,1,[8],8
7292,10942_Layer 26,10,1,[10],10
7293,10942_Layer 3,6,1,[6],6
7294,10942_Layer 27,10,1,[10],10
7295,10942_Layer 4,10,1,[10],10
7296,10942_Layer 28,8,1,[8],8
7297,10942_Layer 6,8,1,[8],8
7298,10942_Layer 7,10,1,[10],10
7299,10942_Layer 8,10,1,[10],10
7300,10942_Layer 5,14,1,[14],14
7301,10942_Layer 9,14,1,[14],14
7302,10943_Layer 2,6,1,[6],6
7303,10943_Layer 3,10,1,[10],10
7304,10943_Layer 4,10,1,[10],10
7305,10943_Layer 5,6,1,[6],6
7306,10943_Layer 6,6,1,[6],6
7307,10943_Layer 9,6,1,[6],6
7308,10944_Layer 2,8,1,[8],8
7309,10943_Layer 7,10,2,"[4, 6]",6
7310,10943_Layer 8,12,1,[12],12
7311,10944_Layer 5,12,1,[12],12
7312,10944_Layer 3,14,1,[14],14
7313,10944_Layer 4,18,1,[18],18
